% Auto generated by java
@relation training_essay_set_1
@attribute AverageIDF real
@attribute AverageIDF_MinMaxNorm_Task real
@attribute AverageIDF_abs_zscore_gaussiannorm_task real
@attribute AverageIDF_zscore_gaussiannorm_task real
@attribute AverageWordLength real
@attribute AverageWordLength_MinMaxNorm_Task real
@attribute OOVs real
@attribute OOVs_MinMaxNorm_Task real
@attribute PercentMatches_exclamation_mark real
@attribute PercentMatches_comma real
@attribute PercentMatches_question_mark real
@attribute PercentMatches_at_signdot_star real
@attribute PercentMatches_is real
@attribute PercentMatches_the real
@attribute PercentMatches_the_abs_zscore_gaussiannorm_task real
@attribute PercentMatches_the_normal_prob_gaussiannorm_task real
@attribute PercentMatches_the_zscore_gaussiannorm_task real
@attribute lengthratio real
@attribute obvious_typos real
@attribute obvious_typos_MinMaxNorm_Task real
@attribute overlap_coherence real
@attribute overlap_coherence_abs_zscore_gaussiannorm_task real
@attribute overlap_coherence_zscore_gaussiannorm_task real
@attribute stopword_ratio real
@attribute grade {2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0}
@data
1.8375511765849462,0.169715058755975,0.28597400844093485,0.28597400844093485,4.376506024096385,0.47006169840652917,0.04878048780487809,0.10034843205574921,0.0106951871657754,0.0481283422459893,0.0053475935828877,0.0,0.013368983957219251,0.03208556149732621,0.3182240858376708,31.56762433675159,0.3182240858376708,0.30205540661304736,0.005420054200542005,0.1264679313459801,0.49554896142433236,0.014200026644909353,-0.014200026644909353,0.6439169139465876,8.0
1.9003437766008173,0.18587648441702004,0.5613386807046604,0.5613386807046604,4.32518337408313,0.4425378578752268,0.03401360544217691,0.06997084548104963,0.0022172949002217295,0.026607538802660754,0.0022172949002217295,0.0,0.004434589800443459,0.015521064301552107,1.0605713833345483,18.922647855496702,-1.0605713833345483,0.3744414655942806,0.0,0.0,0.5155131264916468,0.22676655460440887,0.22676655460440887,0.6062052505966588,9.0
1.614828969354264,0.1123912913962425,0.6907306921834847,-0.6907306921834847,4.3713235294117645,0.46728237666034134,0.016949152542372836,0.03486682808716697,0.0,0.029801324503311258,0.0,0.0,0.0033112582781456954,0.039735099337748346,0.9549562480626886,21.047769986394236,0.9549562480626886,0.24932975871313673,0.0,0.0,0.4265232974910394,0.8473367093154754,-0.8473367093154754,0.6164874551971327,7.0
2.187326482305395,0.2597394820167021,1.8198452353261316,1.8198452353261316,4.727835051546392,0.6584760558696374,0.06831119544592035,0.1405258877744647,0.0035335689045936395,0.022968197879858657,0.0017667844522968198,0.0,0.014134275618374558,0.044169611307420496,1.3240761156632457,13.820825563882515,1.3240761156632457,0.4682752457551385,0.0056925996204933585,0.13282732447817835,0.4961832061068702,0.006544721636590905,-0.006544721636590905,0.5477099236641222,10.0
1.6679650140636189,0.12606733341831436,0.45771295549024493,-0.45771295549024493,4.405639913232104,0.4856859212091525,0.029761904761904767,0.06122448979591837,0.0,0.025590551181102362,0.0,0.0,0.01968503937007874,0.04133858267716536,1.0884269799026716,18.364669596846053,1.0884269799026716,0.4155495978552279,0.0,0.0,0.556989247311828,0.7273814815910419,0.7273814815910419,0.6795698924731183,8.0
1.6432068340258281,0.1196951257683303,0.566285114155906,-0.566285114155906,4.037974683544304,0.2885106165781952,0.04280155642023342,0.08804891606448018,0.0037593984962406013,0.011278195488721804,0.007518796992481203,0.0,0.011278195488721804,0.03007518796992481,0.15088463217577655,32.83129733124753,0.15088463217577655,0.21983914209115282,0.007782101167315175,0.1815823605706874,0.4634146341463415,0.4020599225541842,-0.4020599225541842,0.6951219512195121,8.0
1.752032108836898,0.14770434323117404,0.08905314534451926,-0.08905314534451926,4.470468431771894,0.5204528283292819,0.008992805755395739,0.018499486125385517,0.0,0.06205673758865248,0.0070921985815602835,0.0,0.01773049645390071,0.030141843971631204,0.15643294384860884,32.803319040316055,0.15643294384860884,0.4459338695263628,0.0,0.0,0.5390781563126252,0.5111954127035693,0.5111954127035693,0.6072144288577155,10.0
1.6325443532503634,0.11695083917450491,0.6130433392256118,-0.6130433392256118,4.484143763213531,0.5277867762395145,0.03619047619047622,0.07444897959183679,0.0018726591760299626,0.020599250936329586,0.0056179775280898875,0.0,0.011235955056179775,0.026217228464419477,0.17024416657808522,32.72940127050653,-0.17024416657808522,0.4307417336907953,0.0019047619047619048,0.044444444444444446,0.5684647302904564,0.8658900489276276,0.8658900489276276,0.6327800829875518,10.0
1.7992767128700726,0.15986405879916565,0.11812882996047532,0.11812882996047532,4.2785388127853885,0.4175228310502284,0.016260162601625994,0.03344947735191633,0.0020161290322580645,0.03225806451612903,0.012096774193548387,0.0,0.010080645161290322,0.038306451612903226,0.836038481542001,23.412853400426222,0.836038481542001,0.3958891867739053,0.0020325203252032522,0.04742547425474255,0.5113122171945701,0.1760617668989431,0.1760617668989431,0.6312217194570136,9.0
1.6589819668760133,0.1237552958645986,0.4971063528669958,-0.4971063528669958,4.123232323232323,0.3342334636689476,0.0261682242990654,0.05383177570093453,0.0,0.025830258302583026,0.0036900369003690036,0.0,0.02029520295202952,0.03874538745387454,0.8725746191401254,22.693353868631696,0.8725746191401254,0.4486148346738159,0.001869158878504673,0.04361370716510904,0.5617529880478087,0.7848796196417408,0.7848796196417408,0.651394422310757,9.0
2.363178852119576,0.30499999044209214,2.591011426381162,2.591011426381162,4.882539682539683,0.7414426523297492,0.014245014245014231,0.029304029304029273,0.002777777777777778,0.03611111111111111,0.002777777777777778,0.0,0.019444444444444445,0.030555555555555555,0.19086946496465468,32.60774240161822,0.19086946496465468,0.290437890974084,0.002849002849002849,0.06647673314339982,0.37037037037037035,1.5251000332404412,-1.5251000332404412,0.5185185185185185,8.0
2.0354508368134696,0.2206500518335184,1.1538242816603301,1.1538242816603301,4.466145833333333,0.5181346606182793,0.09046454767726164,0.18609849807893822,0.0,0.0,0.0,0.0,0.023980815347721823,0.05275779376498801,2.038939170120423,4.154237359300966,2.038939170120423,0.35031277926720283,0.0,0.0,0.5867346938775511,1.08640769393245,1.08640769393245,0.6020408163265306,8.0
2.1482785721144038,0.2496894140530988,1.6486082585230066,1.6486082585230066,3.9014778325123154,0.2153086763070078,0.11483253588516751,0.23622693096377315,0.0,0.0,0.0,0.0,0.014285714285714285,0.01904761904761905,0.7670280509775982,24.74440290015237,-0.7670280509775982,0.18230563002680966,0.009569377990430622,0.22328548644338117,0.3627450980392157,1.6171367299186123,-1.6171367299186123,0.6421568627450981,7.0
2.2785676748183343,0.2832229458269323,2.2199656486698487,2.2199656486698487,4.188925081433225,0.3694638541557213,0.12048192771084343,0.2478485370051636,0.0,0.0,0.0,0.0,0.009036144578313253,0.030120481927710843,0.1546548102281591,32.81239296480281,0.1546548102281591,0.2743521000893655,0.006024096385542169,0.14056224899598393,0.5798045602605864,1.0027612905065946,1.0027612905065946,0.5798045602605864,6.0
1.613728798235581,0.11210813169677905,0.6955552775558623,-0.6955552775558623,4.514285714285714,0.5439516129032257,0.05641025641025643,0.11604395604395608,0.0,0.03571428571428571,0.0,0.0,0.01020408163265306,0.015306122448979591,1.0784627113332077,18.564003754342952,-1.0784627113332077,0.1572832886505809,0.0,0.0,0.44886363636363635,0.5776898162984221,-0.5776898162984221,0.625,6.0
2.0789950990172525,0.2318573813021758,1.3447791312394164,1.3447791312394164,4.810444874274662,0.7027789043489113,0.04861111111111116,0.10000000000000009,0.0,0.039182282793867124,0.0017035775127768314,0.0,0.0068143100511073255,0.02385008517887564,0.36728041817176105,31.041278420632544,-0.36728041817176105,0.4718498659517426,0.003472222222222222,0.08101851851851852,0.5,0.039523810288469796,0.039523810288469796,0.5473484848484849,12.0
1.441035657799534,0.06766073900043985,1.4528672857597935,-1.4528672857597935,4.2642642642642645,0.4098675288191418,0.03252032520325199,0.06689895470383266,0.0,0.04851752021563342,0.0026954177897574125,0.0,0.018867924528301886,0.03504043126684636,0.5641815092388315,28.321321922806014,0.5641815092388315,0.2993744414655943,0.0,0.0,0.5402985074626866,0.5259249966136624,0.5259249966136624,0.6686567164179105,8.0
1.5355586074651686,0.09198885447738678,1.0383553679621662,-1.0383553679621662,4.231404958677686,0.3922454012263396,0.01980198019801982,0.04073550212164077,0.0,0.06388206388206388,0.0,0.0,0.009828009828009828,0.014742014742014743,1.1254179035914245,17.627895248442393,-1.1254179035914245,0.32707774798927614,0.0,0.0,0.5,0.039523810288469796,0.039523810288469796,0.680327868852459,8.0
5.063488745966804,1.0,14.432692591706314,14.432692591706314,4.409090909090909,0.48753665689149556,0.48611111111111116,1.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.06944444444444445,3.4279024498729584,0.09324803720332063,3.4279024498729584,0.058981233243967826,0.013888888888888888,0.32407407407407407,0.21212121212121213,3.4351603097562537,-3.4351603097562537,0.3939393939393939,4.0
1.879879871123503,0.1806095280077827,0.4715982236512458,0.4715982236512458,4.3881578947368425,0.47631048387096786,0.053892215568862256,0.11086398631308805,0.011695906432748537,0.017543859649122806,0.0,0.0,0.005847953216374269,0.005847953216374269,1.865741717176335,5.825642279094351,-1.865741717176335,0.13941018766756033,0.005988023952095809,0.13972055888223553,0.36538461538461536,1.5852778733761685,-1.5852778733761685,0.5769230769230769,6.0
